" Frame3DD version: 20140514+               http://frame3dd.sf.net/"
"GPL Copyright (C) 1992-2015, Henri P. Gavin "
"Frame3DD is distributed in the hope that it will be useful but with no warranty."
"For details see the GNU Public Licence: http://www.fsf.org/copyleft/gpl.html"
"  Input data file for Frame3dd (N  m/1.000  kg) 2015-11-23 16:36:01.068244               "
" Mon Nov 23 16:42:16 2015
 "
" .CSV formatted results of Frame3DD analysis "

 , Load Case , Displacements , End Forces , Reactions , Internal Forces 
 First Row , 1 , 17 , 547 , 3597  , 4129  
 Last Row , 1 , 544 , 3594 , 4124 , 7176 

"L O A D   C A S E   1   O F   1  ... "

"N O D E   D I S P L A C E M E N T S    (global)"
Node  ,  X-dsp   ,   Y-dsp  ,    Z-dsp ,     X-rot  ,    Y-rot   ,   Z-rot
     1,    0.0,        0.0,        0.0,        0.0,        0.0,        0.0,    
  1422, "min",      0.040,       0.040,      0.027,     -0.001,     -0.002,     -0.003
  1423, "max",     -0.192,       0.075,      0.003,     -0.000,      0.000,      0.010
  1423, "min",     -0.192,       0.075,      0.003,     -0.000,     -0.001,     -0.005
  1424, "max",     -0.031,      -0.059,     -0.040,     -0.002,      0.005,      0.007
  1424, "min",     -0.031,      -0.059,     -0.040,     -0.002,     -0.003,     -0.004
  1425, "max",      0.103,      -0.002,     -0.003,      0.000,      0.000,     -0.000
  1425, "min",      0.103,      -0.002,     -0.003,      0.000,     -0.000,     -0.000
  1426, "max",      0.102,      -0.008,     -0.010,      0.000,      0.001,      0.000
  1426, "min",      0.102,      -0.008,     -0.010,      0.000,     -0.002,     -0.001
  1427, "max",     -0.015,      -0.001,     -0.059,      0.002,      0.009,      0.000
  1427, "min",     -0.015,      -0.001,     -0.059,      0.002,     -0.003,     -0.000
  1428, "max",     -0.187,      -0.050,      0.080,     -0.000,      0.011,      0.003
  1428, "min",     -0.187,      -0.050,      0.080,     -0.000,     -0.005,     -0.007
  1429, "max",      0.191,       0.038,     -0.065,     -0.000,      0.008,      0.003
  1429, "min",      0.191,       0.038,     -0.065,     -0.000,     -0.005,     -0.005
  1430, "max",     -0.071,       0.011,      0.002,      0.000,     -0.000,      0.001
  1430, "min",     -0.071,       0.011,      0.002,      0.000,     -0.001,     -0.001
  1431, "max",     -0.085,      -0.003,     -0.016,     -0.000,      0.003,      0.001
  1431, "min",     -0.085,      -0.003,     -0.016,     -0.000,     -0.001,      0.000
  1432, "max",      0.169,      -0.104,     -0.000,     -0.000,      0.001,      0.014
  1432, "min",      0.169,      -0.104,     -0.000,     -0.000,     -0.001,     -0.006
  1433, "max",      0.004,       0.001,      0.044,      0.001,      0.007,      0.000
  1433, "min",      0.004,       0.001,      0.044,      0.001,     -0.002,     -0.000
  1434, "max",      0.036,       0.023,      0.015,     -0.001,      0.003,      0.004
  1434, "min",      0.036,       0.023,      0.015,     -0.001,     -0.001,     -0.001
  1435, "max",     -0.130,       0.075,      0.001,     -0.000,      0.000,      0.010
  1435, "min",     -0.130,       0.075,      0.001,     -0.000,     -0.001,     -0.005
  1436, "max",      0.059,      -0.062,     -0.046,     -0.002,      0.006,      0.008
  1436, "min",      0.059,      -0.062,     -0.046,     -0.002,     -0.003,     -0.004
  1437, "max",      0.018,       0.001,      0.008,      0.000,      0.001,     -0.000
  1437, "min",      0.018,       0.001,      0.008,      0.000,     -0.001,     -0.000
  1438, "max",      0.017,      -0.018,     -0.009,     -0.000,      0.001,      0.001
  1438, "min",      0.017,      -0.018,     -0.009,     -0.000,     -0.001,     -0.003
  1439, "max",      0.036,       0.001,     -0.067,      0.002,      0.010,      0.000
  1439, "min",      0.036,       0.001,     -0.067,      0.002,     -0.003,     -0.000
  1440, "max",     -0.109,      -0.053,      0.089,     -0.000,      0.012,      0.003
  1440, "min",     -0.109,      -0.053,      0.089,     -0.000,     -0.006,     -0.007
  1441, "max",     -0.137,      -0.000,      0.000,     -0.000,      0.000,      0.001
  1441, "min",     -0.137,      -0.000,      0.000,     -0.000,      0.000,      0.001
  1442, "max",     -0.006,       0.002,      0.011,      0.000,      0.001,      0.000
  1442, "min",     -0.006,       0.002,      0.011,      0.000,     -0.001,     -0.000
  1443, "max",     -0.109,       0.010,      0.001,      0.000,      0.000,      0.001
  1443, "min",     -0.109,       0.010,      0.001,      0.000,     -0.001,     -0.001
  1444, "max",     -0.353,       0.000,      0.011,      0.000,      0.000,      0.000
  1444, "min",     -0.353,       0.000,      0.011,      0.000,     -0.001,     -0.000
  1445, "max",     -0.006,      -0.002,      0.011,     -0.000,      0.001,      0.000
  1445, "min",     -0.006,      -0.002,      0.011,     -0.000,     -0.001,     -0.000
  1446, "max",     -0.109,      -0.010,      0.001,     -0.000,      0.000,      0.001
  1446, "min",     -0.109,      -0.010,      0.001,     -0.000,     -0.001,     -0.001
  1447, "max",     -0.353,      -0.000,      0.011,     -0.000,      0.000,      0.000
  1447, "min",     -0.353,      -0.000,      0.011,     -0.000,     -0.001,     -0.000
  1448, "max",      0.005,       0.001,      0.002,     -0.000,      0.000,      0.000
  1448, "min",      0.005,       0.001,      0.002,     -0.000,     -0.000,     -0.000
  1449, "max",      0.005,      -0.001,      0.002,      0.000,      0.000,      0.000
  1449, "min",      0.005,      -0.001,      0.002,      0.000,     -0.000,     -0.000
  1450, "max",     -0.863,       0.035,     -0.027,      0.000,      0.000,      0.000
  1450, "min",     -0.863,       0.035,     -0.027,      0.000,     -0.000,     -0.000
  1451, "max",     -0.863,      -0.035,     -0.027,     -0.000,      0.000,      0.000
  1451, "min",     -0.863,      -0.035,     -0.027,     -0.000,     -0.000,     -0.000
  1452, "max",      0.429,       0.000,     -0.000,      0.000,      0.000,      0.000
  1452, "min",      0.429,       0.000,     -0.000,      0.000,      0.000,      0.000
  1453, "max",      0.214,      -0.000,     -0.000,     -0.000,      0.002,     -0.001
  1453, "min",      0.214,      -0.000,     -0.000,     -0.000,      0.002,     -0.001
  1454, "max",     -0.875,       0.037,      0.009,     -0.000,      0.005,      0.000
  1454, "min",     -0.875,       0.037,      0.009,     -0.000,     -0.002,     -0.000
  1455, "max",     -0.158,      -0.015,      0.021,      0.001,      0.002,      0.001
  1455, "min",     -0.158,      -0.015,      0.021,      0.001,     -0.001,     -0.002
  1456, "max",      0.087,      -0.031,     -0.012,      0.000,      0.000,      0.002
  1456, "min",      0.087,      -0.031,     -0.012,      0.000,     -0.001,     -0.005
  1457, "max",     -0.875,      -0.037,      0.009,      0.000,      0.005,      0.000
  1457, "min",     -0.875,      -0.037,      0.009,      0.000,     -0.002,     -0.000
  1458, "max",     -0.158,       0.015,      0.021,     -0.001,      0.002,      0.002
  1458, "min",     -0.158,       0.015,      0.021,     -0.001,     -0.001,     -0.001
  1459, "max",      0.087,       0.031,     -0.012,     -0.000,      0.000,      0.005
  1459, "min",      0.087,       0.031,     -0.012,     -0.000,     -0.001,     -0.002
  1460, "max",     -0.098,       0.005,      0.012,      0.000,      0.001,      0.000
  1460, "min",     -0.098,       0.005,      0.012,      0.000,     -0.001,     -0.001
  1461, "max",     -0.098,      -0.005,      0.012,     -0.000,      0.001,      0.001
  1461, "min",     -0.098,      -0.005,      0.012,     -0.000,     -0.001,     -0.000
  1462, "max",     -0.093,       0.005,     -0.000,      0.000,      0.000,      0.000
  1462, "min",     -0.093,       0.005,     -0.000,      0.000,     -0.000,     -0.000
  1463, "max",     -0.093,      -0.005,     -0.000,     -0.000,      0.000,      0.000
  1463, "min",     -0.093,      -0.005,     -0.000,     -0.000,     -0.000,     -0.000
  1464, "max",      0.071,      -0.000,      0.000,     -0.000,     -0.000,      0.000
  1464, "min",      0.071,      -0.000,      0.000,     -0.000,     -0.000,      0.000
  1465, "max",      0.330,      -0.000,     -0.000,     -0.000,      0.004,     -0.002
  1465, "min",      0.330,      -0.000,     -0.000,     -0.000,      0.004,     -0.002
  1466, "max",     -0.139,       0.007,      0.051,     -0.001,      0.007,      0.000
  1466, "min",     -0.139,       0.007,      0.051,     -0.001,     -0.004,     -0.000
  1467, "max",     -0.034,      -0.033,      0.027,      0.001,      0.003,      0.002
  1467, "min",     -0.034,      -0.033,      0.027,      0.001,     -0.002,     -0.004
  1468, "max",      0.100,      -0.056,     -0.012,      0.000,      0.000,      0.003
  1468, "min",      0.100,      -0.056,     -0.012,      0.000,     -0.001,     -0.008
  1469, "max",     -0.139,      -0.007,      0.051,      0.001,      0.007,      0.000
  1469, "min",     -0.139,      -0.007,      0.051,      0.001,     -0.004,     -0.000
  1470, "max",     -0.034,       0.033,      0.027,     -0.001,      0.003,      0.004
  1470, "min",     -0.034,       0.033,      0.027,     -0.001,     -0.002,     -0.002
  1471, "max",      0.100,       0.056,     -0.012,     -0.000,      0.000,      0.008
  1471, "min",      0.100,       0.056,     -0.012,     -0.000,     -0.001,     -0.003
  1472, "max",     -0.116,       0.008,      0.014,      0.000,      0.001,      0.001
  1472, "min",     -0.116,       0.008,      0.014,      0.000,     -0.001,     -0.001
  1473, "max",     -0.116,      -0.008,      0.014,     -0.000,      0.001,      0.001
  1473, "min",     -0.116,      -0.008,      0.014,     -0.000,     -0.001,     -0.001
  1474, "max",     -0.111,       0.006,      0.004,      0.000,      0.000,      0.000
  1474, "min",     -0.111,       0.006,      0.004,      0.000,     -0.001,     -0.000
  1475, "max",     -0.111,      -0.006,      0.004,     -0.000,      0.000,      0.000
  1475, "min",     -0.111,      -0.006,      0.004,     -0.000,     -0.001,     -0.000
  1476, "max",      0.070,       0.000,      0.000,     -0.000,     -0.001,      0.001
  1476, "min",      0.070,       0.000,      0.000,     -0.000,     -0.001,      0.001
  1477, "max",      0.228,      -0.000,     -0.000,     -0.000,      0.005,     -0.003
  1477, "min",      0.228,      -0.000,     -0.000,     -0.000,      0.005,     -0.003
  1478, "max",     -0.177,       0.008,      0.065,     -0.002,      0.009,      0.000
  1478, "min",     -0.177,       0.008,      0.065,     -0.002,     -0.005,     -0.000
  1479, "max",     -0.064,      -0.050,      0.039,      0.002,      0.005,      0.003
  1479, "min",     -0.064,      -0.050,      0.039,      0.002,     -0.002,     -0.007
  1480, "max",     -0.046,      -0.076,     -0.002,      0.000,      0.000,      0.004
  1480, "min",     -0.046,      -0.076,     -0.002,      0.000,     -0.001,     -0.011
  1481, "max",     -0.177,      -0.008,      0.065,      0.002,      0.009,      0.000
  1481, "min",     -0.177,      -0.008,      0.065,      0.002,     -0.005,     -0.000
  1482, "max",     -0.064,       0.050,      0.039,     -0.002,      0.005,      0.007
  1482, "min",     -0.064,       0.050,      0.039,     -0.002,     -0.002,     -0.003
  1483, "max",     -0.046,       0.076,     -0.002,     -0.000,      0.000,      0.011
  1483, "min",     -0.046,       0.076,     -0.002,     -0.000,     -0.001,     -0.004
  1484, "max",      0.027,       0.011,      0.008,      0.000,      0.001,      0.001
  1484, "min",      0.027,       0.011,      0.008,      0.000,     -0.001,     -0.001
  1485, "max",      0.027,      -0.011,      0.008,     -0.000,      0.001,      0.001
  1485, "min",      0.027,      -0.011,      0.008,     -0.000,     -0.001,     -0.001
  1486, "max",      0.029,      -0.000,      0.012,      0.000,      0.001,      0.000
  1486, "min",      0.029,      -0.000,      0.012,      0.000,     -0.001,     -0.000
  1487, "max",      0.029,       0.000,      0.012,     -0.000,      0.001,      0.000
  1487, "min",      0.029,       0.000,      0.012,     -0.000,     -0.001,     -0.000
  1488, "max",     -0.087,       0.000,      0.000,     -0.000,     -0.001,      0.001
  1488, "min",     -0.087,       0.000,      0.000,     -0.000,     -0.001,      0.001
  1489, "max",      0.348,      -0.000,     -0.000,     -0.000,      0.006,     -0.004
  1489, "min",      0.348,      -0.000,     -0.000,     -0.000,      0.006,     -0.004
  1490, "max",     -0.054,       0.003,      0.077,     -0.002,      0.011,      0.000
  1490, "min",     -0.054,       0.003,      0.077,     -0.002,     -0.005,     -0.000
  1491, "max",     -0.045,      -0.060,      0.045,      0.002,      0.006,      0.004
  1491, "min",     -0.045,      -0.060,      0.045,      0.002,     -0.003,     -0.008
  1492, "max",     -0.034,      -0.088,     -0.001,      0.000,      0.000,      0.005
  1492, "min",     -0.034,      -0.088,     -0.001,      0.000,     -0.000,     -0.013
  1493, "max",     -0.054,      -0.003,      0.077,      0.002,      0.011,      0.000
  1493, "min",     -0.054,      -0.003,      0.077,      0.002,     -0.005,     -0.000
  1494, "max",     -0.045,       0.060,      0.045,     -0.002,      0.006,      0.008
  1494, "min",     -0.045,       0.060,      0.045,     -0.002,     -0.003,     -0.004
  1495, "max",     -0.034,       0.088,     -0.001,     -0.000,      0.000,      0.013
  1495, "min",     -0.034,       0.088,     -0.001,     -0.000,     -0.000,     -0.005
  1496, "max",      0.013,       0.012,      0.009,      0.000,      0.001,      0.001
  1496, "min",      0.013,       0.012,      0.009,      0.000,     -0.001,     -0.002
  1497, "max",      0.013,      -0.012,      0.009,     -0.000,      0.001,      0.002
  1497, "min",      0.013,      -0.012,      0.009,     -0.000,     -0.001,     -0.001
  1498, "max",      0.014,      -0.000,      0.014,      0.000,      0.001,      0.000
  1498, "min",      0.014,      -0.000,      0.014,      0.000,     -0.002,     -0.000
  1499, "max",      0.014,       0.000,      0.014,     -0.000,      0.001,      0.000
  1499, "min",      0.014,       0.000,      0.014,     -0.000,     -0.002,     -0.000
  1500, "max",     -0.081,       0.000,      0.000,     -0.000,     -0.001,      0.001
  1500, "min",     -0.081,       0.000,      0.000,     -0.000,     -0.001,      0.001
  1501, "max",      0.269,       0.000,     -0.000,     -0.000,      0.007,     -0.004
  1501, "min",      0.269,       0.000,     -0.000,     -0.000,      0.007,     -0.004
  1502, "max",     -0.081,       0.004,      0.083,     -0.002,      0.011,      0.000
  1502, "min",     -0.081,       0.004,      0.083,     -0.002,     -0.006,     -0.000
  1503, "max",     -0.076,      -0.067,      0.051,      0.002,      0.006,      0.004
  1503, "min",     -0.076,      -0.067,      0.051,      0.002,     -0.003,     -0.009
  1504, "max",     -0.065,      -0.096,      0.002,      0.000,      0.000,      0.005
  1504, "min",     -0.065,      -0.096,      0.002,      0.000,     -0.000,     -0.014
  1505, "max",     -0.081,      -0.004,      0.083,      0.002,      0.011,      0.000
  1505, "min",     -0.081,      -0.004,      0.083,      0.002,     -0.006,     -0.000
  1506, "max",     -0.076,       0.067,      0.051,     -0.002,      0.006,      0.009
  1506, "min",     -0.076,       0.067,      0.051,     -0.002,     -0.003,     -0.004
  1507, "max",     -0.065,       0.096,      0.002,     -0.000,      0.000,      0.014
  1507, "min",     -0.065,       0.096,      0.002,     -0.000,     -0.000,     -0.005
  1508, "max",      0.043,       0.013,      0.008,      0.000,      0.001,      0.001
  1508, "min",      0.043,       0.013,      0.008,      0.000,     -0.001,     -0.002
  1509, "max",      0.043,      -0.013,      0.008,     -0.000,      0.001,      0.002
  1509, "min",      0.043,      -0.013,      0.008,     -0.000,     -0.001,     -0.001
  1510, "max",      0.043,      -0.001,      0.016,      0.000,      0.001,      0.000
  1510, "min",      0.043,      -0.001,      0.016,      0.000,     -0.002,     -0.000
  1511, "max",      0.043,       0.001,      0.016,     -0.000,      0.001,      0.000
  1511, "min",      0.043,       0.001,      0.016,     -0.000,     -0.002,     -0.000
  1512, "max",     -0.117,      -0.000,      0.000,     -0.000,     -0.001,      0.001
